n,quantifier_category,group,seq,seq_test,cognitive_load,quantifier,target_col,filler_col,t1_n,t2_n,f1_n,f2_n,t1_col,t2_col,f1_col,f2_col,overall_condition_pic,distance,t1_x,t1_y,t2_x,t2_y,f1_x,f1_y,f2_x,f2_y
All,All,0,J L,LJ,low_load,All,red,purple,3,6,4,2,red,red,purple,purple,partial,partial,300,50,300,250,400,150,200,150
All,All,0,F J,JF,low_load,All,blue,gray,5,1,2,6,blue,blue,blue,blue,total_target,total_target,300,50,300,250,400,150,200,150
All,All,0,R B,BR,low_load,All,red,purple,4,2,4,2,red,red,red,red,total_target,total_target,300,50,300,250,400,150,200,150
2,filler_item,0,H X,XH,low_load,2,green,red,1,4,6,3,green,red,red,red,filler_item,filler_item,300,50,300,250,400,150,200,150
8,filler_item,0,F H,HF,low_load,8,red,black,3,5,3,5,red,red,black,black,filler_item,filler_item,300,50,300,250,400,150,200,150
10,filler_item,0,F J,JF,low_load,10,red,purple,4,2,4,6,red,red,purple,purple,filler_item,filler_item,300,50,300,250,400,150,200,150
12,filler_item,0,J Q,QJ,low_load,12,blue,gray,6,6,1,3,blue,blue,gray,gray,filler_item,filler_item,400,150,200,150,300,250,300,50
Between 3 and 5,filler_item,0,R Q,QR,low_load,Between 3 and 5,blue,gray,5,3,2,6,blue,blue,gray,gray,filler_item,filler_item,400,150,200,150,300,250,300,50
More than 2,filler_item,0,R L,LR,low_load,More than 2,green,red,1,2,5,4,green,red,red,red,filler_item,filler_item,400,150,200,150,300,250,300,50
4,number,1,L B,BL,low_load,4,green,black,1,6,2,6,green,black,black,black,inferior,n-3,400,150,200,150,300,250,300,50
4,number,1,X Q,QX,low_load,4,blue,green,1,5,3,4,blue,green,green,green,inferior,n-3,400,150,200,150,300,250,300,50
4,number,1,H B,BH,low_load,4,green,red,1,3,4,4,green,green,red,red,intermediate,n,300,50,300,250,400,150,200,150
4,number,1,M Q,QM,low_load,4,green,yellow,3,1,6,5,green,green,yellow,yellow,intermediate,n,300,50,300,250,400,150,200,150
4,number,1,X L,LX,low_load,4,red,gray,4,3,2,6,red,red,gray,gray,superior,n+3,400,150,200,150,300,250,300,50
4,number,1,L B,BL,low_load,4,red,purple,2,5,4,2,red,red,purple,purple,superior,n+3,400,150,200,150,300,250,300,50
5,number,1,F B,BF,low_load,5,green,purple,1,1,5,5,green,green,purple,purple,inferior,n-3,300,50,300,250,400,150,200,150
5,number,1,R H,HR,low_load,5,green,purple,1,1,4,6,green,green,purple,purple,inferior,n-3,400,150,200,150,300,250,300,50
5,number,1,F R,RF,low_load,5,blue,yellow,1,4,4,5,blue,blue,yellow,yellow,intermediate,n,300,50,300,250,400,150,200,150
5,number,1,X M,MX,low_load,5,green,yellow,3,2,5,2,green,green,yellow,yellow,intermediate,n,400,150,200,150,300,250,300,50
5,number,1,M F,FM,low_load,5,green,red,5,3,4,1,green,green,red,red,superior,n+3,400,150,200,150,300,250,300,50
5,number,1,X L,LX,low_load,5,green,black,2,6,4,3,green,green,black,black,superior,n+3,300,50,300,250,400,150,200,150
Some,Some,1,L X,XL,low_load,Some,blue,red,1,3,4,5,red,red,red,red,null,null,300,50,300,250,400,150,200,150
Some,Some,1,L F,FL,low_load,Some,green,yellow,5,5,1,5,yellow,yellow,yellow,yellow,null,null,400,150,200,150,300,250,300,50
Some,Some,1,Q F,FQ,low_load,Some,green,red,2,4,3,6,green,green,red,red,partial,partial,400,150,200,150,300,250,300,50
Some,Some,1,J B,BJ,low_load,Some,blue,black,4,4,1,3,blue,blue,black,black,partial,partial,400,150,200,150,300,250,300,50
Some,Some,1,F L,LF,low_load,Some,green,black,1,3,6,5,green,green,green,green,total_target,total_target,400,150,200,150,300,250,300,50
Some,Some,1,J L,LJ,low_load,Some,blue,yellow,2,6,2,6,blue,blue,blue,blue,total_target,total_target,400,150,200,150,300,250,300,50
Some,Some,1,B X,XB,low_load,Some,blue,black,4,4,3,2,blue,blue,blue,blue,total_target,total_target,400,150,200,150,300,250,300,50
Some,Some,1,B F,FB,low_load,Some,blue,gray,1,5,4,6,blue,blue,blue,blue,total_target,total_target,400,150,200,150,300,250,300,50
All,All,1,L R,RL,low_load,All,red,black,1,3,4,5,red,red,black,black,partial,partial,400,150,200,150,300,250,300,50
All,All,1,Q B,BQ,low_load,All,blue,black,6,2,4,4,blue,blue,black,black,partial,partial,300,50,300,250,400,150,200,150
All,All,1,X H,HX,low_load,All,blue,gray,5,3,3,1,blue,blue,blue,blue,total_target,total_target,400,150,200,150,300,250,300,50
All,All,1,R B,BR,low_load,All,red,green,1,3,4,5,red,red,red,red,total_target,total_target,400,150,200,150,300,250,300,50
2,filler_item,1,H B,BH,low_load,2,blue,yellow,1,4,5,2,blue,yellow,yellow,yellow,filler_item,filler_item,400,150,200,150,300,250,300,50
8,filler_item,1,R B,BR,low_load,8,red,yellow,2,6,5,2,red,red,yellow,yellow,filler_item,filler_item,300,50,300,250,400,150,200,150
10,filler_item,1,Q X,XQ,low_load,10,green,blue,1,5,3,5,green,green,blue,blue,filler_item,filler_item,400,150,200,150,300,250,300,50
12,filler_item,1,M X,XM,low_load,12,blue,gray,6,6,1,1,blue,blue,gray,gray,filler_item,filler_item,300,50,300,250,400,150,200,150
Between 3 and 5,filler_item,1,X L,LX,low_load,Between 3 and 5,green,blue,5,3,1,3,green,green,blue,blue,filler_item,filler_item,400,150,200,150,300,250,300,50
More than 2,filler_item,1,Q R,RQ,low_load,More than 2,blue,yellow,1,6,6,1,blue,yellow,yellow,yellow,filler_item,filler_item,400,150,200,150,300,250,300,50
4,number,2,M X,XM,low_load,4,red,purple,1,2,5,6,red,purple,purple,purple,inferior,n-3,300,50,300,250,400,150,200,150
4,number,2,L M,ML,low_load,4,green,blue,1,6,1,6,green,blue,blue,blue,inferior,n-3,300,50,300,250,400,150,200,150
4,number,2,L J,JL,low_load,4,red,blue,3,1,5,4,red,red,blue,blue,intermediate,n,300,50,300,250,400,150,200,150
4,number,2,X M,MX,low_load,4,green,blue,1,3,6,4,green,green,blue,blue,intermediate,n,400,150,200,150,300,250,300,50
4,number,2,M Q,QM,low_load,4,blue,yellow,4,3,5,2,blue,blue,yellow,yellow,superior,n+3,300,50,300,250,400,150,200,150
4,number,2,M H,HM,low_load,4,blue,black,5,2,2,6,blue,blue,black,black,superior,n+3,300,50,300,250,400,150,200,150
5,number,2,L Q,QL,low_load,5,green,black,1,1,5,5,green,green,black,black,inferior,n-3,400,150,200,150,300,250,300,50
5,number,2,M H,HM,low_load,5,blue,yellow,1,1,6,4,blue,blue,yellow,yellow,inferior,n-3,400,150,200,150,300,250,300,50
5,number,2,B X,XB,low_load,5,blue,black,2,3,5,3,blue,blue,black,black,intermediate,n,300,50,300,250,400,150,200,150
5,number,2,X Q,QX,low_load,5,green,black,4,1,4,5,green,green,black,black,intermediate,n,300,50,300,250,400,150,200,150
5,number,2,M R,RM,low_load,5,blue,black,5,3,1,5,blue,blue,black,black,superior,n+3,300,50,300,250,400,150,200,150
5,number,2,M F,FM,low_load,5,blue,gray,6,2,2,4,blue,blue,gray,gray,superior,n+3,300,50,300,250,400,150,200,150
Some,Some,2,R H,HR,low_load,Some,green,yellow,1,2,4,5,yellow,yellow,yellow,yellow,null,null,300,50,300,250,400,150,200,150
Some,Some,2,L F,FL,low_load,Some,blue,red,2,3,3,6,red,red,red,red,null,null,400,150,200,150,300,250,300,50
Some,Some,2,B Q,QB,low_load,Some,green,purple,3,4,1,6,green,green,purple,purple,partial,partial,400,150,200,150,300,250,300,50
Some,Some,2,H R,RH,low_load,Some,green,red,6,5,1,4,green,green,red,red,partial,partial,300,50,300,250,400,150,200,150
Some,Some,2,J H,HJ,low_load,Some,red,blue,4,1,6,5,red,red,red,red,total_target,total_target,300,50,300,250,400,150,200,150
Some,Some,2,B J,JB,low_load,Some,blue,red,1,6,3,5,blue,blue,blue,blue,total_target,total_target,400,150,200,150,300,250,300,50
Some,Some,2,M J,JM,low_load,Some,red,purple,3,4,2,5,red,red,red,red,total_target,total_target,400,150,200,150,300,250,300,50
Some,Some,2,X M,MX,low_load,Some,green,yellow,1,6,3,3,green,green,green,green,total_target,total_target,300,50,300,250,400,150,200,150
All,All,2,X H,HX,low_load,All,blue,black,2,5,2,4,blue,blue,black,black,partial,partial,400,150,200,150,300,250,300,50
All,All,2,F X,XF,low_load,All,blue,red,3,3,3,5,blue,blue,red,red,partial,partial,400,150,200,150,300,250,300,50
All,All,2,B X,XB,low_load,All,blue,black,4,4,3,1,blue,blue,blue,blue,total_target,total_target,300,50,300,250,400,150,200,150
All,All,2,L F,FL,low_load,All,blue,gray,1,5,1,6,blue,blue,blue,blue,total_target,total_target,300,50,300,250,400,150,200,150
2,filler_item,2,F J,JF,low_load,2,blue,gray,1,5,5,3,blue,gray,gray,gray,filler_item,filler_item,400,150,200,150,300,250,300,50
8,filler_item,2,Q L,LQ,low_load,8,green,red,2,6,3,1,green,green,red,red,filler_item,filler_item,400,150,200,150,300,250,300,50
10,filler_item,2,F J,JF,low_load,10,blue,black,2,4,5,1,blue,blue,black,black,filler_item,filler_item,300,50,300,250,400,150,200,150
12,filler_item,2,B R,RB,low_load,12,green,red,6,6,3,1,green,green,red,red,filler_item,filler_item,300,50,300,250,400,150,200,150
Between 3 and 5,filler_item,2,F R,RF,low_load,Between 3 and 5,red,black,2,6,4,3,red,red,black,black,filler_item,filler_item,400,150,200,150,300,250,300,50
More than 2,filler_item,2,H R,RH,low_load,More than 2,blue,green,1,6,3,3,blue,green,green,green,filler_item,filler_item,400,150,200,150,300,250,300,50
4,number,3,X R,RX,low_load,4,blue,black,1,5,1,5,blue,black,black,black,inferior,n-3,400,150,200,150,300,250,300,50
4,number,3,H Q,QH,low_load,4,red,green,1,2,4,6,red,green,green,green,inferior,n-3,300,50,300,250,400,150,200,150
4,number,3,M B,BM,low_load,4,blue,green,1,3,6,3,blue,blue,green,green,intermediate,n,400,150,200,150,300,250,300,50
4,number,3,J Q,QJ,low_load,4,green,purple,1,3,3,6,green,green,purple,purple,intermediate,n,300,50,300,250,400,150,200,150
4,number,3,F H,HF,low_load,4,red,green,4,3,4,2,red,red,green,green,superior,n+3,300,50,300,250,400,150,200,150
4,number,3,L X,XL,low_load,4,blue,gray,5,2,4,2,blue,blue,gray,gray,superior,n+3,300,50,300,250,400,150,200,150
5,number,3,L R,RL,low_load,5,green,black,1,1,6,5,green,green,black,black,inferior,n-3,400,150,200,150,300,250,300,50
5,number,3,X L,LX,low_load,5,green,red,1,1,6,4,green,green,red,red,inferior,n-3,300,50,300,250,400,150,200,150
5,number,3,L X,XL,low_load,5,green,black,2,3,6,5,green,green,black,black,intermediate,n,300,50,300,250,400,150,200,150
5,number,3,H M,MH,low_load,5,red,yellow,1,4,4,5,red,red,yellow,yellow,intermediate,n,400,150,200,150,300,250,300,50
5,number,3,R H,HR,low_load,5,blue,gray,5,3,1,3,blue,blue,gray,gray,superior,n+3,300,50,300,250,400,150,200,150
5,number,3,F B,BF,low_load,5,green,blue,6,2,5,1,green,green,blue,blue,superior,n+3,300,50,300,250,400,150,200,150
Some,Some,3,H Q,QH,low_load,Some,red,blue,1,3,6,3,blue,blue,blue,blue,null,null,300,50,300,250,400,150,200,150
Some,Some,3,J M,MJ,low_load,Some,blue,red,5,3,4,4,red,red,red,red,null,null,400,150,200,150,300,250,300,50
Some,Some,3,M B,BM,low_load,Some,green,purple,4,2,5,3,green,green,purple,purple,partial,partial,300,50,300,250,400,150,200,150
Some,Some,3,M L,LM,low_load,Some,green,purple,6,4,2,1,green,green,purple,purple,partial,partial,400,150,200,150,300,250,300,50
Some,Some,3,M Q,QM,low_load,Some,blue,yellow,1,6,5,3,blue,blue,blue,blue,total_target,total_target,400,150,200,150,300,250,300,50
Some,Some,3,J Q,QJ,low_load,Some,blue,black,5,3,4,4,blue,blue,blue,blue,total_target,total_target,300,50,300,250,400,150,200,150
Some,Some,3,F Q,QF,low_load,Some,blue,yellow,6,2,1,4,blue,blue,blue,blue,total_target,total_target,300,50,300,250,400,150,200,150
Some,Some,3,F M,MF,low_load,Some,green,purple,4,5,3,2,green,green,green,green,total_target,total_target,400,150,200,150,300,250,300,50
All,All,3,X B,BX,low_load,All,blue,black,2,2,5,6,blue,blue,black,black,partial,partial,300,50,300,250,400,150,200,150
All,All,3,F L,LF,low_load,All,red,blue,3,1,6,6,red,red,blue,blue,partial,partial,300,50,300,250,400,150,200,150
All,All,3,X Q,QX,low_load,All,green,blue,6,2,4,2,green,green,green,green,total_target,total_target,400,150,200,150,300,250,300,50
All,All,3,B R,RB,low_load,All,blue,green,4,4,2,4,blue,blue,blue,blue,total_target,total_target,400,150,200,150,300,250,300,50
2,filler_item,3,B M,MB,low_load,2,blue,red,1,2,4,5,blue,red,red,red,filler_item,filler_item,400,150,200,150,300,250,300,50
8,filler_item,3,F R,RF,low_load,8,green,red,6,2,4,2,green,green,red,red,filler_item,filler_item,300,50,300,250,400,150,200,150
10,filler_item,3,Q H,HQ,low_load,10,red,gray,2,4,4,5,red,red,gray,gray,filler_item,filler_item,300,50,300,250,400,150,200,150
12,filler_item,3,Q R,RQ,low_load,12,green,black,6,6,1,3,green,green,black,black,filler_item,filler_item,400,150,200,150,300,250,300,50
Between 3 and 5,filler_item,3,H M,MH,low_load,Between 3 and 5,green,black,5,3,2,2,green,green,black,black,filler_item,filler_item,300,50,300,250,400,150,200,150
More than 2,filler_item,3,H X,XH,low_load,More than 2,blue,yellow,1,5,5,1,blue,yellow,yellow,yellow,filler_item,filler_item,400,150,200,150,300,250,300,50
4,number,4,F R,RF,low_load,4,green,blue,1,5,5,5,green,blue,blue,blue,inferior,n-3,400,150,200,150,300,250,300,50
4,number,4,H B,BH,low_load,4,blue,black,1,6,2,3,blue,black,black,black,inferior,n-3,300,50,300,250,400,150,200,150
4,number,4,F Q,QF,low_load,4,green,black,1,3,4,6,green,green,black,black,intermediate,n,400,150,200,150,300,250,300,50
4,number,4,B M,MB,low_load,4,red,gray,1,3,5,5,red,red,gray,gray,intermediate,n,400,150,200,150,300,250,300,50
4,number,4,B J,JB,low_load,4,red,blue,4,3,3,6,red,red,blue,blue,superior,n+3,300,50,300,250,400,150,200,150
4,number,4,M F,FM,low_load,4,red,purple,2,5,4,4,red,red,purple,purple,superior,n+3,300,50,300,250,400,150,200,150
5,number,4,J F,FJ,low_load,5,blue,red,1,1,5,5,blue,blue,red,red,inferior,n-3,400,150,200,150,300,250,300,50
5,number,4,Q R,RQ,low_load,5,blue,green,1,1,6,5,blue,blue,green,green,inferior,n-3,400,150,200,150,300,250,300,50
5,number,4,X M,MX,low_load,5,blue,red,3,2,6,1,blue,blue,red,red,intermediate,n,300,50,300,250,400,150,200,150
5,number,4,R X,XR,low_load,5,red,yellow,3,2,5,4,red,red,yellow,yellow,intermediate,n,400,150,200,150,300,250,300,50
5,number,4,H L,LH,low_load,5,green,blue,5,3,6,2,green,green,blue,blue,superior,n+3,400,150,200,150,300,250,300,50
5,number,4,Q F,FQ,low_load,5,green,black,2,6,1,6,green,green,black,black,superior,n+3,300,50,300,250,400,150,200,150
Some,Some,4,M L,LM,low_load,Some,red,gray,1,5,6,4,gray,gray,gray,gray,null,null,300,50,300,250,400,150,200,150
Some,Some,4,R Q,QR,low_load,Some,blue,gray,2,1,5,6,gray,gray,gray,gray,null,null,300,50,300,250,400,150,200,150
Some,Some,4,M X,XM,low_load,Some,blue,red,2,3,4,5,blue,blue,red,red,partial,partial,300,50,300,250,400,150,200,150
Some,Some,4,M F,FM,low_load,Some,blue,red,2,4,5,3,blue,blue,red,red,partial,partial,400,150,200,150,300,250,300,50
Some,Some,4,L Q,QL,low_load,Some,blue,red,6,5,2,1,blue,blue,blue,blue,total_target,total_target,400,150,200,150,300,250,300,50
Some,Some,4,M J,JM,low_load,Some,green,yellow,3,3,3,3,green,green,green,green,total_target,total_target,300,50,300,250,400,150,200,150
Some,Some,4,M H,HM,low_load,Some,red,black,4,3,3,3,red,red,red,red,total_target,total_target,300,50,300,250,400,150,200,150
Some,Some,4,H J,JH,low_load,Some,green,purple,1,5,5,2,green,green,green,green,total_target,total_target,300,50,300,250,400,150,200,150
All,All,4,H X,XH,low_load,All,green,yellow,1,3,6,3,green,green,yellow,yellow,partial,partial,300,50,300,250,400,150,200,150
All,All,4,X R,RX,low_load,All,green,black,4,6,1,4,green,green,black,black,partial,partial,300,50,300,250,400,150,200,150
All,All,4,Q M,MQ,low_load,All,green,blue,4,3,2,5,green,green,green,green,total_target,total_target,400,150,200,150,300,250,300,50
All,All,4,L M,ML,low_load,All,blue,gray,6,2,3,1,blue,blue,blue,blue,total_target,total_target,400,150,200,150,300,250,300,50
2,filler_item,4,M J,JM,low_load,2,blue,green,1,3,5,4,blue,green,green,green,filler_item,filler_item,400,150,200,150,300,250,300,50
8,filler_item,4,M X,XM,low_load,8,blue,yellow,3,5,1,5,blue,blue,yellow,yellow,filler_item,filler_item,400,150,200,150,300,250,300,50
10,filler_item,4,R L,LR,low_load,10,red,purple,5,1,4,3,red,red,purple,purple,filler_item,filler_item,300,50,300,250,400,150,200,150
12,filler_item,4,R H,HR,low_load,12,green,red,6,6,2,1,green,green,red,red,filler_item,filler_item,300,50,300,250,400,150,200,150
Between 3 and 5,filler_item,4,Q X,XQ,low_load,Between 3 and 5,blue,black,3,5,2,6,blue,blue,black,black,filler_item,filler_item,300,50,300,250,400,150,200,150
More than 2,filler_item,4,F J,JF,low_load,More than 2,blue,black,1,5,4,4,blue,black,black,black,filler_item,filler_item,300,50,300,250,400,150,200,150
4,number,5,M X,XM,low_load,4,green,purple,1,6,4,2,green,purple,purple,purple,inferior,n-3,300,50,300,250,400,150,200,150
4,number,5,M F,FM,low_load,4,green,red,1,6,6,2,green,red,red,red,inferior,n-3,300,50,300,250,400,150,200,150
4,number,5,M X,XM,low_load,4,green,blue,3,1,4,6,green,green,blue,blue,intermediate,n,400,150,200,150,300,250,300,50
4,number,5,J M,MJ,low_load,4,red,green,3,1,6,2,red,red,green,green,intermediate,n,300,50,300,250,400,150,200,150
4,number,5,J F,FJ,low_load,4,green,black,4,3,2,6,green,green,black,black,superior,n+3,300,50,300,250,400,150,200,150
4,number,5,H M,MH,low_load,4,red,purple,6,1,6,3,red,red,purple,purple,superior,n+3,400,150,200,150,300,250,300,50
5,number,5,J H,HJ,low_load,5,blue,green,1,1,4,6,blue,blue,green,green,inferior,n-3,300,50,300,250,400,150,200,150
5,number,5,X J,JX,low_load,5,green,black,1,1,6,6,green,green,black,black,inferior,n-3,300,50,300,250,400,150,200,150
5,number,5,H X,XH,low_load,5,green,yellow,3,2,3,4,green,green,yellow,yellow,intermediate,n,400,150,200,150,300,250,300,50
5,number,5,B L,LB,low_load,5,red,blue,2,3,5,3,red,red,blue,blue,intermediate,n,300,50,300,250,400,150,200,150
5,number,5,R Q,QR,low_load,5,blue,black,5,3,4,4,blue,blue,black,black,superior,n+3,300,50,300,250,400,150,200,150
5,number,5,H X,XH,low_load,5,red,green,6,2,4,2,red,red,green,green,superior,n+3,400,150,200,150,300,250,300,50
Some,Some,5,B Q,QB,low_load,Some,blue,gray,4,4,2,6,gray,gray,gray,gray,null,null,400,150,200,150,300,250,300,50
Some,Some,5,Q H,HQ,low_load,Some,blue,green,6,2,1,6,green,green,green,green,null,null,300,50,300,250,400,150,200,150
Some,Some,5,Q B,BQ,low_load,Some,green,blue,2,4,4,2,green,green,blue,blue,partial,partial,300,50,300,250,400,150,200,150
Some,Some,5,R X,XR,low_load,Some,green,blue,6,4,2,1,green,green,blue,blue,partial,partial,400,150,200,150,300,250,300,50
Some,Some,5,J Q,QJ,low_load,Some,blue,yellow,2,1,5,4,blue,blue,blue,blue,total_target,total_target,400,150,200,150,300,250,300,50
Some,Some,5,J H,HJ,low_load,Some,blue,gray,2,3,5,3,blue,blue,blue,blue,total_target,total_target,400,150,200,150,300,250,300,50
Some,Some,5,Q H,HQ,low_load,Some,green,black,4,2,1,6,green,green,green,green,total_target,total_target,300,50,300,250,400,150,200,150
Some,Some,5,L R,RL,low_load,Some,blue,red,2,4,2,4,blue,blue,blue,blue,total_target,total_target,400,150,200,150,300,250,300,50
All,All,5,Q H,HQ,low_load,All,green,black,4,4,2,6,green,green,black,black,partial,partial,300,50,300,250,400,150,200,150
All,All,5,R J,JR,low_load,All,red,black,5,6,3,2,red,red,black,black,partial,partial,400,150,200,150,300,250,300,50
All,All,5,H L,LH,low_load,All,green,yellow,3,1,6,6,green,green,green,green,total_target,total_target,300,50,300,250,400,150,200,150
All,All,5,Q L,LQ,low_load,All,green,purple,3,2,6,1,green,green,green,green,total_target,total_target,300,50,300,250,400,150,200,150
2,filler_item,5,B J,JB,low_load,2,blue,red,1,3,6,4,blue,red,red,red,filler_item,filler_item,400,150,200,150,300,250,300,50
8,filler_item,5,R M,MR,low_load,8,green,yellow,6,2,4,3,green,green,yellow,yellow,filler_item,filler_item,300,50,300,250,400,150,200,150
10,filler_item,5,Q J,JQ,low_load,10,red,black,2,4,6,1,red,red,black,black,filler_item,filler_item,400,150,200,150,300,250,300,50
12,filler_item,5,F B,BF,low_load,12,blue,yellow,6,6,1,1,blue,blue,yellow,yellow,filler_item,filler_item,400,150,200,150,300,250,300,50
Between 3 and 5,filler_item,5,X Q,QX,low_load,Between 3 and 5,red,green,5,3,2,5,red,red,green,green,filler_item,filler_item,300,50,300,250,400,150,200,150
More than 2,filler_item,5,H F,FH,low_load,More than 2,red,yellow,1,6,2,6,red,yellow,yellow,yellow,filler_item,filler_item,300,50,300,250,400,150,200,150
